vmeasure,size,level,run,layer,mode,reference
0.3924875237231044,512,2,2,codebook,trained,word
0.11282942548801067,512,2,2,codebook,random,phoneme
0.11930275294195056,512,2,2,codebook,random,word
0.13689595309822622,512,3,0,codebook,trained,phoneme
0.4254205751862302,512,3,0,codebook,trained,word
0.09812783322981485,512,3,0,codebook,random,phoneme
0.11212966104957389,512,3,0,codebook,random,word
0.1463627020375485,512,3,1,codebook,trained,phoneme
0.4274357243599394,512,3,1,codebook,trained,word
0.0984626432463474,512,3,1,codebook,random,phoneme
0.11379184122988029,512,3,1,codebook,random,word
0.14985098580797915,512,3,2,codebook,trained,phoneme
0.43339196000338487,512,3,2,codebook,trained,word
0.1003527720715953,512,3,2,codebook,random,phoneme
0.11479320064804298,512,3,2,codebook,random,word
0.268700124173116,1024,1,0,codebook,trained,phoneme
0.3376137208054972,1024,1,0,codebook,trained,word
0.13247806187996125,1024,1,0,codebook,random,phoneme
0.13554582050987996,1024,1,0,codebook,random,word
0.2684412072892632,1024,1,1,codebook,trained,phoneme
0.3357117314405949,1024,1,1,codebook,trained,word
0.1364335743678856,1024,1,1,codebook,random,phoneme
0.13310467442346446,1024,1,1,codebook,random,word
0.2661667287523832,1024,1,2,codebook,trained,phoneme
0.3339954095717876,1024,1,2,codebook,trained,word
0.1314031653408018,1024,1,2,codebook,random,phoneme
0.1317950500354478,1024,1,2,codebook,random,word
0.2583520699950594,1024,2,0,codebook,trained,phoneme
0.4297371045726941,1024,2,0,codebook,trained,word
0.12490828389631044,1024,2,0,codebook,random,phoneme
0.13783133382897525,1024,2,0,codebook,random,word
0.26606946128026016,1024,2,1,codebook,trained,phoneme
0.43224444148413743,1024,2,1,codebook,trained,word
0.11570473073701631,1024,2,1,codebook,random,phoneme
0.1305706156466351,1024,2,1,codebook,random,word
0.26360789311504856,1024,2,2,codebook,trained,phoneme
0.42844841849055015,1024,2,2,codebook,trained,word
0.11116498074877564,1024,2,2,codebook,random,phoneme
0.129942568707743,1024,2,2,codebook,random,word
0.14091371261816615,1024,3,0,codebook,trained,phoneme
0.45276716506603853,1024,3,0,codebook,trained,word
0.10881367624944226,1024,3,0,codebook,random,phoneme
0.12888422919707987,1024,3,0,codebook,random,word
0.16225416891974037,1024,3,1,codebook,trained,phoneme
0.45336176310626897,1024,3,1,codebook,trained,word
0.10551265615702847,1024,3,1,codebook,random,phoneme
0.12867711077274413,1024,3,1,codebook,random,word
0.15326999238364605,1024,3,2,codebook,trained,phoneme
0.4546459898840233,1024,3,2,codebook,trained,word
0.10373789438428142,1024,3,2,codebook,random,phoneme
0.13366803165797128,1024,3,2,codebook,random,word
