,acc,maj_baseline,C,mode,level,run,size
93,0.7965860597439545,0.07728781412991939,1.0,trained,mfcc,1,128
94,0.36036036036036034,0.07728781412991939,1.0,random,3,1,128
95,0.03698435277382646,0.07728781412991939,1.0,trained,3,1,128
96,0.7965860597439545,0.07728781412991939,1.0,random,mfcc,2,128
97,0.7965860597439545,0.07728781412991939,1.0,trained,mfcc,2,128
98,0.5410146989094358,0.07728781412991939,1.0,random,1,2,128
99,0.6955903271692745,0.07728781412991939,1.0,trained,1,2,128
100,0.7965860597439545,0.07728781412991939,1.0,random,mfcc,2,128
101,0.7965860597439545,0.07728781412991939,1.0,trained,mfcc,2,128
102,0.4547178757705074,0.07728781412991939,1.0,random,2,2,128
103,0.14129919393077287,0.07728781412991939,1.0,trained,2,2,128
104,0.7965860597439545,0.07728781412991939,1.0,random,mfcc,2,128
105,0.7965860597439545,0.07728781412991939,1.0,trained,mfcc,2,128
106,0.3176861071597914,0.07728781412991939,1.0,random,3,2,128
107,0.04551920341394026,0.07728781412991939,1.0,trained,3,2,128
108,0.7965860597439545,0.07728781412991939,1.0,random,mfcc,0,256
109,0.7965860597439545,0.07728781412991939,1.0,trained,mfcc,0,256
110,0.6173541963015647,0.07728781412991939,1.0,random,1,0,256
111,0.7392128971076339,0.07728781412991939,1.0,trained,1,0,256
112,0.7965860597439545,0.07728781412991939,1.0,random,mfcc,0,256
113,0.7965860597439545,0.07728781412991939,1.0,trained,mfcc,0,256
114,0.5855855855855856,0.07728781412991939,1.0,random,2,0,256
115,0.26078710289236606,0.07728781412991939,1.0,trained,2,0,256
116,0.7965860597439545,0.07728781412991939,1.0,random,mfcc,0,256
117,0.7965860597439545,0.07728781412991939,1.0,trained,mfcc,0,256
118,0.4191559981033665,0.07728781412991939,1.0,random,3,0,256
119,0.059743954480796585,0.07728781412991939,1.0,trained,3,0,256
120,0.7965860597439545,0.07728781412991939,1.0,random,mfcc,1,256
121,0.7965860597439545,0.07728781412991939,1.0,trained,mfcc,1,256
122,0.6434329065908013,0.07728781412991939,1.0,random,1,1,256
123,0.7472735893788526,0.07728781412991939,1.0,trained,1,1,256
124,0.7965860597439545,0.07728781412991939,1.0,random,mfcc,1,256
125,0.7965860597439545,0.07728781412991939,1.0,trained,mfcc,1,256
126,0.6173541963015647,0.07728781412991939,1.0,random,2,1,256
127,0.24419155998103367,0.07728781412991939,1.0,trained,2,1,256
128,0.7965860597439545,0.07728781412991939,1.0,random,mfcc,1,256
129,0.7965860597439545,0.07728781412991939,1.0,trained,mfcc,1,256
130,0.4850640113798009,0.07728781412991939,1.0,random,3,1,256
131,0.055002370791844474,0.07728781412991939,1.0,trained,3,1,256
132,0.7965860597439545,0.07728781412991939,1.0,random,mfcc,2,256
133,0.7965860597439545,0.07728781412991939,1.0,trained,mfcc,2,256
134,0.6311047889995258,0.07728781412991939,1.0,random,1,2,256
135,0.752963489805595,0.07728781412991939,1.0,trained,1,2,256
136,0.7965860597439545,0.07728781412991939,1.0,random,mfcc,2,256
137,0.7965860597439545,0.07728781412991939,1.0,trained,mfcc,2,256
138,0.5467045993361783,0.07728781412991939,1.0,random,2,2,256
139,0.2598387861545756,0.07728781412991939,1.0,trained,2,2,256
140,0.7965860597439545,0.07728781412991939,1.0,random,mfcc,2,256
141,0.7965860597439545,0.07728781412991939,1.0,trained,mfcc,2,256
142,0.38027501185395923,0.07728781412991939,1.0,random,3,2,256
143,0.0431484115694642,0.07728781412991939,1.0,trained,3,2,256
144,0.7965860597439545,0.07728781412991939,1.0,random,mfcc,0,512
145,0.7965860597439545,0.07728781412991939,1.0,trained,mfcc,0,512
146,0.7060218112849692,0.07728781412991939,1.0,random,1,0,512
147,0.7989568515884305,0.07728781412991939,1.0,trained,1,0,512
148,0.7965860597439545,0.07728781412991939,1.0,random,mfcc,0,512
149,0.7965860597439545,0.07728781412991939,1.0,trained,mfcc,0,512
150,0.6263632053105738,0.07728781412991939,1.0,random,2,0,512
151,0.4139402560455192,0.07728781412991939,1.0,trained,2,0,512
152,0.7965860597439545,0.07728781412991939,1.0,random,mfcc,0,512
153,0.7965860597439545,0.07728781412991939,1.0,trained,mfcc,0,512
154,0.5704125177809388,0.07728781412991939,1.0,random,3,0,512
155,0.06401137980085349,0.07728781412991939,1.0,trained,3,0,512
156,0.7965860597439545,0.07728781412991939,1.0,random,mfcc,1,512
157,0.7965860597439545,0.07728781412991939,1.0,trained,mfcc,1,512
158,0.7003319108582267,0.07728781412991939,1.0,random,1,1,512
159,0.7885253674727359,0.07728781412991939,1.0,trained,1,1,512
160,0.7965860597439545,0.07728781412991939,1.0,random,mfcc,1,512
161,0.7965860597439545,0.07728781412991939,1.0,trained,mfcc,1,512
162,0.671882408724514,0.07728781412991939,1.0,random,2,1,512
163,0.4215267899478426,0.07728781412991939,1.0,trained,2,1,512
164,0.7965860597439545,0.07728781412991939,1.0,random,mfcc,1,512
165,0.7965860597439545,0.07728781412991939,1.0,trained,mfcc,1,512
166,0.5960170697012802,0.07728781412991939,1.0,random,3,1,512
167,0.06211474632527264,0.07728781412991939,1.0,trained,3,1,512
168,0.7965860597439545,0.07728781412991939,1.0,random,mfcc,2,512
169,0.7965860597439545,0.07728781412991939,1.0,trained,mfcc,2,512
170,0.7008060692271219,0.07728781412991939,1.0,random,1,2,512
171,0.7894736842105263,0.07728781412991939,1.0,trained,1,2,512
172,0.7965860597439545,0.07728781412991939,1.0,random,mfcc,2,512
173,0.7965860597439545,0.07728781412991939,1.0,trained,mfcc,2,512
174,0.6505452821242295,0.07728781412991939,1.0,random,2,2,512
175,0.3793266951161688,0.07728781412991939,1.0,trained,2,2,512
176,0.7965860597439545,0.07728781412991939,1.0,random,mfcc,2,512
177,0.7965860597439545,0.07728781412991939,1.0,trained,mfcc,2,512
178,0.5561877667140825,0.07728781412991939,1.0,random,3,2,512
179,0.07017543859649122,0.07728781412991939,1.0,trained,3,2,512
180,0.7965860597439545,0.07728781412991939,1.0,random,mfcc,0,1024
181,0.7965860597439545,0.07728781412991939,1.0,trained,mfcc,0,1024
182,0.7591275486012328,0.07728781412991939,1.0,random,1,0,1024
183,0.8117591275486012,0.07728781412991939,1.0,trained,1,0,1024
184,0.7965860597439545,0.07728781412991939,1.0,random,mfcc,0,1024
185,0.7965860597439545,0.07728781412991939,1.0,trained,mfcc,0,1024
186,0.7069701280227596,0.07728781412991939,1.0,random,2,0,1024
187,0.3916548127074443,0.07728781412991939,1.0,trained,2,0,1024
188,0.7965860597439545,0.07728781412991939,1.0,random,mfcc,0,1024
189,0.7965860597439545,0.07728781412991939,1.0,trained,mfcc,0,1024
190,0.6287339971550497,0.07728781412991939,1.0,random,3,0,1024
191,0.07112375533428165,0.07728781412991939,1.0,trained,3,0,1024
192,0.7965860597439545,0.07728781412991939,1.0,random,mfcc,1,1024
193,0.7965860597439545,0.07728781412991939,1.0,trained,mfcc,1,1024
194,0.7387387387387387,0.07728781412991939,1.0,random,1,1,1024
195,0.8169748696064486,0.07728781412991939,1.0,trained,1,1,1024
196,0.7965860597439545,0.07728781412991939,1.0,random,mfcc,1,1024
197,0.7965860597439545,0.07728781412991939,1.0,trained,mfcc,1,1024
198,0.6775723091512565,0.07728781412991939,1.0,random,2,1,1024
199,0.39781887150308204,0.07728781412991939,1.0,trained,2,1,1024
200,0.7965860597439545,0.07728781412991939,1.0,random,mfcc,1,1024
201,0.7965860597439545,0.07728781412991939,1.0,trained,mfcc,1,1024
202,0.6737790422000949,0.07728781412991939,1.0,random,3,1,1024
