,acc,maj_baseline,C,mode,level,run,size
113,0.8549075391180654,0.07728781412991939,1.0,trained,mfcc,0,256
114,0.343764817449028,0.07728781412991939,1.0,random,2,0,256
115,0.10858226647700332,0.07728781412991939,1.0,trained,2,0,256
116,0.8549075391180654,0.07728781412991939,1.0,random,mfcc,0,256
117,0.8549075391180654,0.07728781412991939,1.0,trained,mfcc,0,256
118,0.2707444286391655,0.07728781412991939,1.0,random,3,0,256
119,0.07728781412991939,0.07728781412991939,1.0,trained,3,0,256
120,0.8549075391180654,0.07728781412991939,1.0,random,mfcc,1,256
121,0.8549075391180654,0.07728781412991939,1.0,trained,mfcc,1,256
122,0.3456614509246088,0.07728781412991939,1.0,random,1,1,256
123,0.2370791844476055,0.07728781412991939,1.0,trained,1,1,256
124,0.8549075391180654,0.07728781412991939,1.0,random,mfcc,1,256
125,0.8549075391180654,0.07728781412991939,1.0,trained,mfcc,1,256
126,0.3485064011379801,0.07728781412991939,1.0,random,2,1,256
127,0.10004741583688952,0.07728781412991939,1.0,trained,2,1,256
128,0.8549075391180654,0.07728781412991939,1.0,random,mfcc,1,256
129,0.8549075391180654,0.07728781412991939,1.0,trained,mfcc,1,256
130,0.2954006638217165,0.07728781412991939,1.0,random,3,1,256
131,0.0858226647700332,0.07728781412991939,1.0,trained,3,1,256
132,0.8549075391180654,0.07728781412991939,1.0,random,mfcc,2,256
133,0.8549075391180654,0.07728781412991939,1.0,trained,mfcc,2,256
134,0.3323850165955429,0.07728781412991939,1.0,random,1,2,256
135,0.2422949265054528,0.07728781412991939,1.0,trained,1,2,256
136,0.8549075391180654,0.07728781412991939,1.0,random,mfcc,2,256
137,0.8549075391180654,0.07728781412991939,1.0,trained,mfcc,2,256
138,0.3333333333333333,0.07728781412991939,1.0,random,2,2,256
139,0.1119013750592698,0.07728781412991939,1.0,trained,2,2,256
140,0.8549075391180654,0.07728781412991939,1.0,random,mfcc,2,256
141,0.8549075391180654,0.07728781412991939,1.0,trained,mfcc,2,256
142,0.26647700331910856,0.07728781412991939,1.0,random,3,2,256
143,0.0820293978188715,0.07728781412991939,1.0,trained,3,2,256
144,0.8549075391180654,0.07728781412991939,1.0,random,mfcc,0,512
145,0.8549075391180654,0.07728781412991939,1.0,trained,mfcc,0,512
146,0.34281650071123754,0.07728781412991939,1.0,random,1,0,512
147,0.2242769084874348,0.07728781412991939,1.0,trained,1,0,512
148,0.8549075391180654,0.07728781412991939,1.0,random,mfcc,0,512
149,0.8549075391180654,0.07728781412991939,1.0,trained,mfcc,0,512
150,0.3385490753911807,0.07728781412991939,1.0,random,2,0,512
151,0.12660028449502134,0.07728781412991939,1.0,trained,2,0,512
152,0.8549075391180654,0.07728781412991939,1.0,random,mfcc,0,512
153,0.8549075391180654,0.07728781412991939,1.0,trained,mfcc,0,512
154,0.3238501659554291,0.07728781412991939,1.0,random,3,0,512
155,0.08297771455666192,0.07728781412991939,1.0,trained,3,0,512
156,0.8549075391180654,0.07728781412991939,1.0,random,mfcc,1,512
157,0.8549075391180654,0.07728781412991939,1.0,trained,mfcc,1,512
158,0.3153153153153153,0.07728781412991939,1.0,random,1,1,512
159,0.21289710763394973,0.07728781412991939,1.0,trained,1,1,512
160,0.8549075391180654,0.07728781412991939,1.0,random,mfcc,1,512
161,0.8549075391180654,0.07728781412991939,1.0,trained,mfcc,1,512
162,0.3788525367472736,0.07728781412991939,1.0,random,2,1,512
163,0.13181602655286867,0.07728781412991939,1.0,trained,2,1,512
164,0.8549075391180654,0.07728781412991939,1.0,random,mfcc,1,512
165,0.8549075391180654,0.07728781412991939,1.0,trained,mfcc,1,512
166,0.36794689426268373,0.07728781412991939,1.0,random,3,1,512
167,0.08108108108108109,0.07728781412991939,1.0,trained,3,1,512
168,0.8549075391180654,0.07728781412991939,1.0,random,mfcc,2,512
169,0.8549075391180654,0.07728781412991939,1.0,trained,mfcc,2,512
170,0.3451872925557136,0.07728781412991939,1.0,random,1,2,512
171,0.21289710763394973,0.07728781412991939,1.0,trained,1,2,512
172,0.8549075391180654,0.07728781412991939,1.0,random,mfcc,2,512
173,0.8549075391180654,0.07728781412991939,1.0,trained,mfcc,2,512
174,0.35467045993361784,0.07728781412991939,1.0,random,2,2,512
175,0.12422949265054528,0.07728781412991939,1.0,trained,2,2,512
176,0.8549075391180654,0.07728781412991939,1.0,random,mfcc,2,512
177,0.8549075391180654,0.07728781412991939,1.0,trained,mfcc,2,512
178,0.3229018492176387,0.07728781412991939,1.0,random,3,2,512
179,0.08060692271218586,0.07728781412991939,1.0,trained,3,2,512
180,0.8549075391180654,0.07728781412991939,1.0,random,mfcc,0,1024
181,0.8549075391180654,0.07728781412991939,1.0,trained,mfcc,0,1024
182,0.3442389758179232,0.07728781412991939,1.0,random,1,0,1024
183,0.20957799905168326,0.07728781412991939,1.0,trained,1,0,1024
184,0.8549075391180654,0.07728781412991939,1.0,random,mfcc,0,1024
185,0.8549075391180654,0.07728781412991939,1.0,trained,mfcc,0,1024
186,0.3532479848269322,0.07728781412991939,1.0,random,2,0,1024
187,0.09862494073020389,0.07728781412991939,1.0,trained,2,0,1024
188,0.8549075391180654,0.07728781412991939,1.0,random,mfcc,0,1024
189,0.8549075391180654,0.07728781412991939,1.0,trained,mfcc,0,1024
190,0.3532479848269322,0.07728781412991939,1.0,random,3,0,1024
191,0.08250355618776671,0.07728781412991939,1.0,trained,3,0,1024
192,0.8549075391180654,0.07728781412991939,1.0,random,mfcc,1,1024
193,0.8549075391180654,0.07728781412991939,1.0,trained,mfcc,1,1024
194,0.3328591749644381,0.07728781412991939,1.0,random,1,1,1024
195,0.20483641536273114,0.07728781412991939,1.0,trained,1,1,1024
196,0.8549075391180654,0.07728781412991939,1.0,random,mfcc,1,1024
197,0.8549075391180654,0.07728781412991939,1.0,trained,mfcc,1,1024
198,0.36510194404931245,0.07728781412991939,1.0,random,2,1,1024
199,0.09293504030346135,0.07728781412991939,1.0,trained,2,1,1024
200,0.8549075391180654,0.07728781412991939,1.0,random,mfcc,1,1024
201,0.8549075391180654,0.07728781412991939,1.0,trained,mfcc,1,1024
202,0.3589378852536747,0.07728781412991939,1.0,random,3,1,1024
203,0.0777619724988146,0.07728781412991939,1.0,trained,3,1,1024
204,0.8549075391180654,0.07728781412991939,1.0,random,mfcc,2,1024
205,0.8549075391180654,0.07728781412991939,1.0,trained,mfcc,2,1024
206,0.3565670934091987,0.07728781412991939,1.0,random,1,2,1024
207,0.20862968231389284,0.07728781412991939,1.0,trained,1,2,1024
208,0.8549075391180654,0.07728781412991939,1.0,random,mfcc,2,1024
209,0.8549075391180654,0.07728781412991939,1.0,trained,mfcc,2,1024
210,0.39449976292081557,0.07728781412991939,1.0,random,2,2,1024
211,0.10478899952584163,0.07728781412991939,1.0,trained,2,2,1024
212,0.8549075391180654,0.07728781412991939,1.0,random,mfcc,2,1024
213,0.8549075391180654,0.07728781412991939,1.0,trained,mfcc,2,1024
214,0.37980085348506404,0.07728781412991939,1.0,random,3,2,1024
215,0.07823613086770982,0.07728781412991939,1.0,trained,3,2,1024
