mean_duration,mean_duration_labels,size,level,run,layer,mode,reference
8.780262313936257,5.336927296192729,512,3,0,codebook,trained,phoneme
7.653634555899249,15.113261054514517,512,3,0,codebook,trained,word
5.38433994764611,5.336927296192729,512,3,0,codebook,random,phoneme
4.693909767813709,15.113261054514517,512,3,0,codebook,random,word
8.178450762257931,5.336927296192729,512,3,1,codebook,trained,phoneme
7.128670796205215,15.113261054514517,512,3,1,codebook,trained,word
5.773737755703097,5.336927296192729,512,3,1,codebook,random,phoneme
5.033654230391979,15.113261054514517,512,3,1,codebook,random,word
8.244180009552883,5.336927296192729,512,3,2,codebook,trained,phoneme
7.187614769320151,15.113261054514517,512,3,2,codebook,trained,word
5.561529840291398,5.336927296192729,512,3,2,codebook,random,phoneme
4.848601702032361,15.113261054514517,512,3,2,codebook,random,word
1.6551226701632893,5.336927296192729,1024,1,0,codebook,trained,phoneme
1.4424884339747568,15.113261054514517,1024,1,0,codebook,trained,word
3.2006030628822053,5.336927296192729,1024,1,0,codebook,random,phoneme
2.7898193561896476,15.113261054514517,1024,1,0,codebook,random,word
1.6432020298811418,5.336927296192729,1024,1,1,codebook,trained,phoneme
1.4321266079737722,15.113261054514517,1024,1,1,codebook,trained,word
3.3777078192801837,5.336927296192729,1024,1,1,codebook,random,phoneme
2.944205990344734,15.113261054514517,1024,1,1,codebook,random,word
1.6503405800565798,5.336927296192729,1024,1,2,codebook,trained,phoneme
1.4383556240216249,15.113261054514517,1024,1,2,codebook,trained,word
3.3231096341065287,5.336927296192729,1024,1,2,codebook,random,phoneme
2.8966288564535887,15.113261054514517,1024,1,2,codebook,random,word
2.8071234872135737,5.336927296192729,1024,2,0,codebook,trained,phoneme
2.4468708059617152,15.113261054514517,1024,2,0,codebook,trained,word
4.127254107947664,5.336927296192729,1024,2,0,codebook,random,phoneme
3.5973902568203298,15.113261054514517,1024,2,0,codebook,random,word
2.6750898756397428,5.336927296192729,1024,2,1,codebook,trained,phoneme
2.3317806236642378,15.113261054514517,1024,2,1,codebook,trained,word
4.141527740104743,5.336927296192729,1024,2,1,codebook,random,phoneme
3.609422539907473,15.113261054514517,1024,2,1,codebook,random,word
2.6465025582906954,5.336927296192729,1024,2,2,codebook,trained,phoneme
2.306519647500241,15.113261054514517,1024,2,2,codebook,trained,word
4.227912945774825,5.336927296192729,1024,2,2,codebook,random,phoneme
3.685418063047248,15.113261054514517,1024,2,2,codebook,random,word
8.68460545601715,5.336927296192729,1024,3,0,codebook,trained,phoneme
7.570999256895572,15.113261054514517,1024,3,0,codebook,trained,word
5.43501981750101,5.336927296192729,1024,3,0,codebook,random,phoneme
4.73801659109716,15.113261054514517,1024,3,0,codebook,random,word
7.479219262217868,5.336927296192729,1024,3,1,codebook,trained,phoneme
6.520597840920856,15.113261054514517,1024,3,1,codebook,trained,word
4.967428707283807,5.336927296192729,1024,3,1,codebook,random,phoneme
4.329989625129686,15.113261054514517,1024,3,1,codebook,random,word
8.050168817869347,5.336927296192729,1024,3,2,codebook,trained,phoneme
7.016761870037271,15.113261054514517,1024,3,2,codebook,trained,word
5.290060365390509,5.336927296192729,1024,3,2,codebook,random,phoneme
4.611151045618519,15.113261054514517,1024,3,2,codebook,random,word
