rsa,mode,layer,reference,size,level,run,input
0.053562808951420376,random,codebook,phoneme,1024,2,2,trigram
0.016665277723520958,random,codebook,word,1024,2,2,trigram
0.25500014919803765,trained,codebook,phoneme,1024,3,0,complete
0.18026533074587936,trained,codebook,word,1024,3,0,complete
0.03913772326546877,random,codebook,phoneme,1024,3,0,complete
0.013679114704518798,random,codebook,word,1024,3,0,complete
0.10580733068911338,trained,codebook,phoneme,1024,3,0,trigram
0.054638482496207216,trained,codebook,word,1024,3,0,trigram
0.05204161802778484,random,codebook,phoneme,1024,3,0,trigram
0.016432636884526366,random,codebook,word,1024,3,0,trigram
0.29703382350508334,trained,codebook,phoneme,1024,3,1,complete
0.2039937800709219,trained,codebook,word,1024,3,1,complete
0.03727000317400071,random,codebook,phoneme,1024,3,1,complete
0.00027020562980349503,random,codebook,word,1024,3,1,complete
0.11166271287349504,trained,codebook,phoneme,1024,3,1,trigram
0.06135389877181279,trained,codebook,word,1024,3,1,trigram
0.048207073704551996,random,codebook,phoneme,1024,3,1,trigram
0.014644938771327994,random,codebook,word,1024,3,1,trigram
0.28589599155968354,trained,codebook,phoneme,1024,3,2,complete
0.19656588708571104,trained,codebook,word,1024,3,2,complete
0.03784976284519174,random,codebook,phoneme,1024,3,2,complete
0.006267029664428548,random,codebook,word,1024,3,2,complete
0.10313897564499419,trained,codebook,phoneme,1024,3,2,trigram
0.05499436503295596,trained,codebook,word,1024,3,2,trigram
0.04494944859193658,random,codebook,phoneme,1024,3,2,trigram
0.014693643503506467,random,codebook,word,1024,3,2,trigram
